#,time(s),count A,count B,count C,count D
472,2.36,0,-32,,
473,2.365,1,-31,,
474,2.37,2,-30,,
475,2.375,2,-29,,
476,2.38,3,-28,,
477,2.385,4,-27,,
478,2.39,4,-26,,
479,2.395,5,-24,,
480,2.4,6,-23,,
481,2.405,6,-22,,
482,2.41,7,-21,,
483,2.415,8,-20,,
484,2.42,8,-18,,
485,2.425,9,-17,,
486,2.43,9,-16,,
487,2.435,10,-14,,
488,2.44,10,-13,,
489,2.445,11,-12,,
490,2.45,12,-10,,
491,2.455,12,-9,,
492,2.46,12,-8,,
493,2.465,13,-6,,
494,2.47,14,-5,,
495,2.475,14,-4,,
496,2.48,14,-2,,
497,2.485,15,-1,,
498,2.49,15,0,,
499,2.495,16,2,,
500,2.5,16,3,,
501,2.505,16,5,,
502,2.51,17,6,,
503,2.515,17,8,,
504,2.52,17,9,,
505,2.525,18,10,,
506,2.53,18,12,,
507,2.535,18,13,,
508,2.54,18,15,,
509,2.545,19,16,,
510,2.55,19,18,,
511,2.555,20,19,,
512,2.56,20,20,,
513,2.565,20,22,,
514,2.57,20,23,,
515,2.575,20,24,,
516,2.58,21,25,,
517,2.585,21,26,,
518,2.59,22,28,,
519,2.595,22,29,,
520,2.6,22,30,,
521,2.605,22,31,,
522,2.61,22,32,,
523,2.615,22,34,,
524,2.62,23,35,,
525,2.625,23,36,,
526,2.63,23,37,,
527,2.635,24,38,,
528,2.64,24,39,,
529,2.645,24,40,,
530,2.65,24,40,,
531,2.655,24,42,,
532,2.66,25,42,,
533,2.665,25,43,,
534,2.67,25,44,,
535,2.675,25,44,,
536,2.68,26,45,,
537,2.685,26,46,,
538,2.69,26,46,,
539,2.695,26,47,,
540,2.7,26,48,,
541,2.705,27,48,,
542,2.71,27,49,,
543,2.715,28,49,,
544,2.72,28,50,,
545,2.725,28,50,,
546,2.73,28,50,,
547,2.735,28,50,,
548,2.74,29,50,,
549,2.745,29,51,,
550,2.75,29,51,,
551,2.755,30,51,,
552,2.76,30,51,,
553,2.765,30,51,,
554,2.77,30,51,,
555,2.775,31,51,,
556,2.78,31,51,,
557,2.785,31,51,,
558,2.79,32,51,,
559,2.795,32,50,,
560,2.8,32,50,,
561,2.805,32,50,,
562,2.81,33,50,,
563,2.815,33,49,,
564,2.82,33,49,,
565,2.825,34,48,,
566,2.83,34,48,,
567,2.835,34,47,,
568,2.84,34,47,,
569,2.845,35,46,,
570,2.85,35,46,,
571,2.855,35,45,,
572,2.86,36,44,,
573,2.865,36,44,,
574,2.87,36,43,,
575,2.875,36,42,,
576,2.88,36,41,,
577,2.885,37,40,,
578,2.89,37,40,,
579,2.895,37,39,,
580,2.9,38,38,,
581,2.905,38,37,,
582,2.91,38,36,,
583,2.915,38,35,,
584,2.92,38,34,,
585,2.925,38,33,,
586,2.93,38,32,,
587,2.935,38,31,,
588,2.94,38,30,,
589,2.945,38,29,,
590,2.95,39,28,,
591,2.955,39,27,,
592,2.96,39,26,,
